,Name,Qualification,Years_Of_Experience,Speciality_of_doctor,Location,dp_score,npv,consultation_fee
461,Dr. Keerthi Subramaniam,"MBBS, MD - Dermatology , Venereology & Leprosy",13 Years Experience Overall  (7 years as specialist),Dermatologist,"Banjara Hills, Hyderabad",100% ,(24 votes),₹600
462,Dr. Ashish B Shetty,"MBBS, MD - Dermatology , Venereology & Leprosy",11 Years Experience Overall  (5 years as specialist),Dermatologist,"Bilekahalli, Bangalore",99% ,(104 votes),₹400
463,Dr. Nivedita Raveendran,"MD - Dermatology , Venereology & Leprosy, MBBS",8 Years Experience Overall  (4 years as specialist),Dermatologist,"Adyar, Chennai",97% ,(62 votes),₹600
464,Dr. Navya Sri Kadiyala,"MBBS, MD - Dermatology , Venereology & Leprosy",12 Years Experience Overall  (7 years as specialist),Dermatologist,"Jubilee Hills, Hyderabad",0,0,₹600
465,Dr. Anuja Jadhav,"MBBS, MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall  (5 years as specialist),Dermatologist,"Dadar, Mumbai",98% ,(46 votes),₹800
466,Dr. Bantwal Priya Baliga,"MBBS, MD - Dermatology , Venereology & Leprosy",7 Years Experience Overall  (2 years as specialist),Dermatologist,"HSR Layout, Bangalore",0,0,₹500
467,Dr. Sudheendra Udbalker,"MBBS, DNB - Dermatology & Venereology, DDVL",21 Years Experience Overall  (17 years as specialist),Dermatologist,"Bannerghatta Road, Bangalore",97% ,(199 votes),₹850
468,Dr. Aniket  S Deshmane,"MBBS, DDV",11 Years Experience Overall  (4 years as specialist),Dermatologist,"Bavdhan, Pune",98% ,(54 votes),₹500
469,Dr. Ravichandran,"MBBS, Diploma in Dermatology, MD - Dermatology",41 Years Experience Overall  (38 years as specialist),Dermatologist,"Teynampet, Chennai",81% ,(31 votes),₹1000
470,Dr. Manisha Kshirsagar,"MBBS, DVD",18 Years Experience Overall  (13 years as specialist),Dermatologist,"Vikhroli East, Mumbai",93% ,(46 votes),₹850
471,Dr. Shareefa Chause,"MBBS, DVD",9 Years Experience Overall  (2 years as specialist),Dermatologist,"Chembur, Mumbai",0,0,₹1200
472,Dr. Syed Shakeel,"MBBS, D.V.D (Skin & STD)",30 Years Experience Overall  (26 years as specialist),Dermatologist,"Kilpauk, Chennai",100% ,(76 votes),₹600
473,Dr. Sai Sandeepthi,"MBBS, MD - Dermatology , Venereology & Leprosy",10 Years Experience Overall  (3 years as specialist),Dermatologist,"Nallagandla, Hyderabad",100% ,(23 votes),₹500
474,Dr. Amit Nagar,"MBBS, MD - Dermatology , Venereology & Leprosy",11 Years Experience Overall  (8 years as specialist),Dermatologist,"Panchsheel Park, Delhi",0,0,₹1000
475,Dr. Nandini Teli,"MD - Dermatology , Venereology & Leprosy, MBBS",13 Years Experience Overall  (9 years as specialist),Dermatologist,"Wakad, Pune",91% ,(952 votes),₹800
476,Dr. Abdul Mateen M Ayyub,"DVD, MBBS",11 Years Experience Overall  (5 years as specialist),Dermatologist,"Wanowrie, Pune",100% ,(36 votes),₹500
477,Dr. Prakash Kumar Khute,"MBBS, MD - Dermatology , Venereology & Leprosy",11 Years Experience Overall  (6 years as specialist),Dermatologist,"Greater Kailash Part 1, Delhi",98% ,(183 votes),₹1000
478,Dr. Varsha C B,"MBBS, DVD",4 Years Experience Overall,Dermatologist,"Sarjapur Road, Bangalore",0,0,₹650
479,Dr. Subhashini Mohan,"MD - Dermatology , Venereology & Leprosy, MBBS",16 Years Experience Overall  (10 years as specialist),Dermatologist,"Alwarpet, Chennai",95% ,(43 votes),₹700
480,Dr. Rajeshwari,"MBBS, MD - Dermatology , Venereology & Leprosy",19 Years Experience Overall  (11 years as specialist),Dermatologist,"Jubilee Hills, Hyderabad",83% ,(948 votes),₹700
481,Dr. Srividhya C M,"MBBS, MD - Dermatology",30 Years Experience Overall  (19 years as specialist),Dermatologist,"Velachery, Chennai",0,0,₹600
482,Dr. Kala Vimal,"MBBS, DDVL",21 Years Experience Overall  (17 years as specialist),Dermatologist,"Indiranagar, Bangalore",81% ,(21 votes),₹500
483,Dr. Sapna Parekh,"MD - Physician, DVD",10 Years Experience Overall  (9 years as specialist),Dermatologist,"Bopodi, Pune",0,0,₹500
484,Dr. Janet Alexander Castelino,"MBBS, MD - Dermatology",29 Years Experience Overall  (8 years as specialist),Dermatologist,"HSR Layout, Bangalore",92% ,(8004 votes),₹1000
485,Dr. Sarika Holmukhe,"DNB - Dermatology & Venereology, MBBS, DDVL",17 Years Experience Overall  (14 years as specialist),Dermatologist,"Andheri West, Mumbai",95% ,(295 votes),₹1000
486,Dr. Abhilasha M D,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",8 Years Experience Overall  (4 years as specialist),Dermatologist,"JP Nagar, Bangalore",97% ,(138 votes),₹750
487,Dr. Suvina attavar,"DDVL, MBBS",9 Years Experience Overall  (6 years as specialist),Dermatologist,"Whitefield, Bangalore",98% ,(327 votes),₹600
488,Dr. Lavina Mittal,"MBBS, MD - Dermatology , Venereology & Leprosy",2 Years Experience Overall,Dermatologist,"HSR Layout, Bangalore",0,0,₹600
489,Dr. Apoorva Raghavan,"MD - Dermatology , Venereology & Leprosy, MBBS",9 Years Experience Overall  (4 years as specialist),Dermatologist,"Kilpauk, Chennai",0,0,₹700
490,Dr. Indu Kumari,"MBBS, MD - Dermatology , Venereology & Leprosy",11 Years Experience Overall  (5 years as specialist),Dermatologist,"Malviya Nagar, Delhi",93% ,(30 votes),₹1000
491,Dr. Nidhi Singh,"MBBS, MD - Dermatology , Venereology & Leprosy",17 Years Experience Overall  (12 years as specialist),Dermatologist,"Perumbakkam, Chennai",100% ,(13 votes),₹700
492,Dr. Srushanth Mukka,"MBBS, MD - Dermatology , Venereology & Leprosy",10 Years Experience Overall  (4 years as specialist),Dermatologist,"Nanakramguda, Hyderabad",0,0,₹600
493,Dr. Aradhana Sood,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",22 Years Experience Overall  (20 years as specialist),Dermatologist,"Hebbal, Bangalore",0,0,₹1090
494,Dr. Eswari.L,"MBBS, MD - Dermatology , Venereology & Leprosy",21 Years Experience Overall  (14 years as specialist),Dermatologist,"Jayanagar 4 Block, Bangalore",0,0,₹500
495,Dr. Uday Khopkar,"MBBS, DNB - Dermatology & Venereology",38 Years Experience Overall  (32 years as specialist),Dermatologist,"Parel, Mumbai",95% ,(1529 votes),₹3100
496,Dr. Harish Prasad B.R,"MD - Dermatology , Venereology & Leprosy, MBBS",15 Years Experience Overall  (9 years as specialist),Dermatologist,"BTM Layout, Bangalore",96% ,(649 votes),₹700
497,Dr. Sruthi Gondi,"MD - Dermatology, MBBS",12 Years Experience Overall  (8 years as specialist),Dermatologist,"Jubilee Hills, Hyderabad",93% ,(482 votes),₹600
498,Dr. Akshi Bansal,"MBBS, MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall  (5 years as specialist),Dermatologist,"Whitefield, Bangalore",0,0,₹600
499,Dr. Ramanan,"MBBS, MD - Dermatology , Venereology & Leprosy, Diploma in Dermatology",49 Years Experience Overall  (44 years as specialist),Dermatologist,"Alwarpet, Chennai",93% ,(15 votes),₹500
500,Dr. Vikas Halwai,"MBBS, DVD",13 Years Experience Overall  (8 years as specialist),Dermatologist,"Chinchpokli, Mumbai",94% ,(94 votes),₹800
501,Dr. Kamal,"MBBS, DVD",32 Years Experience Overall  (28 years as specialist),Dermatologist,"Himayat Nagar, Hyderabad",99% ,(374 votes),₹500
502,Dr. P. Haritha,"MBBS, MD - Dermatology , Venereology & Leprosy",16 Years Experience Overall  (11 years as specialist),Dermatologist,"Alwal, Hyderabad",79% ,(42 votes),₹500
503,Dr. Ujjvala Jadhav,"FCPS - Dermatology, Venereology & Leprosy, DVD, MBBS",23 Years Experience Overall  (20 years as specialist),Dermatologist,"Goregaon East, Mumbai",93% ,(159 votes),₹900
504,Dr. Kavya H Reganti,"MBBS, MD - Dermatology , Venereology & Leprosy",4 Years Experience Overall,Dermatologist,"JP Nagar, Bangalore",0,0,₹600
505,Dr. Resham Vasani Bhojani,"MBBS, MD - Dermatology , Venereology & Leprosy, DDVL, FCPS - Dermatology & Venereology",23 Years Experience Overall  (13 years as specialist),Dermatologist,"Matunga, Mumbai",99% ,(496 votes),₹1500
506,Dr. Pradeep Bansal,"MBBS, MD - Skin & VD",19 Years Experience Overall  (14 years as specialist),Dermatologist,"Shalimar Bagh, Delhi",97% ,(824 votes),₹900
507,Dr. Vennela Reddy,"MBBS, MD - Dermatology , Venereology & Leprosy",4 Years Experience Overall  (1 year as specialist),Dermatologist,"Whitefield, Bangalore",0,0,₹600
508,Dr. Rashmi Aderao,"MBBS, MD - Dermatology , Venereology & Leprosy",12 Years Experience Overall  (6 years as specialist),Dermatologist,"Kothrud, Pune",86% ,(63 votes),₹500
509,Dr. Nishant Jain,DDVL,6 Years Experience Overall,Dermatologist,"Ameerpet, Hyderabad",0,0,₹500
510,Dr. Sindhu.P.S,"MBBS, DDVL, DNB - Dermatology & Venereology",12 Years Experience Overall  (11 years as specialist),Dermatologist,"Bellandur, Bangalore",0,0,₹600
511,Dr. Rashmika Reddy,"MBBS, MD - Dermatology , Venereology & Leprosy",7 Years Experience Overall  (3 years as specialist),Dermatologist,"Indiranagar, Bangalore",94% ,(36 votes),₹600
512,Dr. Varsha S Patil,"MBBS, DDVL",13 Years Experience Overall  (7 years as specialist),Dermatologist,"Kalyan Nagar, Bangalore",97% ,(62 votes),₹700
513,Dr. P Suprith Reddy,"MBBS, MD - Dermatology , Venereology & Leprosy",10 Years Experience Overall  (7 years as specialist),Dermatologist,"Hitech City, Hyderabad",95% ,(56 votes),₹500
514,Dr. Vivek Mehta,"MBBS, MD - Dermatology , Venereology & Leprosy",19 Years Experience Overall  (16 years as specialist),Dermatologist,"East Of Kailash, Delhi",96% ,(858 votes),₹1500
515,Dr. Rahul Siraskar,"MBBS, DDVL",13 Years Experience Overall  (5 years as specialist),Dermatologist,"Sion, Mumbai",96% ,(27 votes),₹1000
516,Dr. Priyanka Ghuge Avhad,"MBBS, DNB - Dermatology & Venereology",12 Years Experience Overall  (11 years as specialist),Dermatologist,"Sion, Mumbai",94% ,(36 votes),₹800
517,Dr. Chandrashekara Aithal,"MBBS, DVD",32 Years Experience Overall  (26 years as specialist),Dermatologist,"BTM Layout 2nd Stage, Bangalore",86% ,(165 votes),₹500
518,Dr. Gauri Patil,"DDVL, MBBS",11 Years Experience Overall  (8 years as specialist),Dermatologist,"Dadar, Mumbai",91% ,(11 votes),₹700
519,Dr. Vaishali Kanthi,"MBBS, MD - Skin Diseases",24 Years Experience Overall  (18 years as specialist),Dermatologist,"Bhandup West, Mumbai",87% ,(187 votes),₹800
520,Dr. Renu Madan,"MBBS, MD - Dermatology",24 Years Experience Overall  (21 years as specialist),Dermatologist,"Dwarka, Delhi",97% ,(77 votes),₹700
521,Dr. Dipali Chavan,"MBBS, DDVL",14 Years Experience Overall  (12 years as specialist),Dermatologist,"Kothrud, Pune",0,0,₹500
522,Dr. Ravali Yalamanchili,"MBBS, MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall  (4 years as specialist),Dermatologist,"Jubilee Hills, Hyderabad",98% ,(114 votes),₹500
523,Dr. Sowmya M,"MBBS, MD - Dermatology , Venereology & Leprosy",15 Years Experience Overall  (9 years as specialist),Dermatologist,"Sarjapur Road, Bangalore",95% ,(66 votes),₹700
524,Dr. Ravi Kothari,"MBBS, MD - Dermatology , Venereology & Leprosy",19 Years Experience Overall  (14 years as specialist),Dermatologist,"Aundh, Pune",86% ,(598 votes),₹500
525,Dr. Anushya Shreya Baddula,"MBBS, MD - Dermatology , Venereology & Leprosy",6 Years Experience Overall  (2 years as specialist),Dermatologist,"Jubilee Hills, Hyderabad",100% ,(17 votes),₹500
526,Dr. Abhijna Rai,"MD - Dermatology , Venereology & Leprosy, MBBS",9 Years Experience Overall  (4 years as specialist),Dermatologist,"Whitefield, Bangalore",95% ,(19 votes),₹600
527,Dr. Mukesh Girdhar,"MBBS, MD - Dermatology",35 Years Experience Overall  (32 years as specialist),Dermatologist,"Patparganj, Delhi",76% ,(41 votes),₹1200
528,Dr. Mikki Singh,"MBBS, DDVL",16 Years Experience Overall  (15 years as specialist),Dermatologist,"Indiranagar, Bangalore",0,0,₹1000
529,Dr. Dube Aishwarya Suhas,"MBBS, DVD",4 Years Experience Overall,Dermatologist,"Kharadi, Pune",0,0,₹550
530,Dr. Sharmila Nayak,"MBBS, DVD",24 Years Experience Overall,Dermatologist,"Andheri West, Mumbai",98% ,(303 votes),₹1500
531,Dr. Mallikarjun,"MBBS, DDVL",9 Years Experience Overall  (6 years as specialist),Dermatologist,"Chanda Nagar, Hyderabad",97% ,(71 votes),₹400
532,Dr. Swetha Gowda,"MBBS, MD - Dermatology",11 Years Experience Overall  (8 years as specialist),Dermatologist,"Indiranagar, Bangalore",92% ,(88 votes),₹600
533,Dr. Meera Sreedhar,"MBBS, MD - Skin & VD",28 Years Experience Overall,Dermatologist,"Indiranagar, Bangalore",0,0,₹500
534,Dr. Ajita Bagai,"MBBS, MD - Skin & VD, DNB - Dermatology & Venereology",24 Years Experience Overall  (21 years as specialist),Dermatologist,"Panchsheel Park, Delhi",85% ,(62 votes),₹1600
535,Dr. Sumit Gupta,"MBBS, MD - Dermatology , Venereology & Leprosy",12 Years Experience Overall  (7 years as specialist),Dermatologist,"Punjabi Bagh, Delhi",99% ,(736 votes),₹1000
536,Dr. Senthil Sivaprakasam,"MBBS, MD - Dermatology",17 Years Experience Overall  (8 years as specialist),Dermatologist,"Kilpauk, Chennai",99% ,(81 votes),₹600
537,Dr. Kiran Katkar,"MBBS, DVD, MD - Skin Diseases",37 Years Experience Overall  (33 years as specialist),Dermatologist,"Dadar West, Mumbai",93% ,(584 votes),₹1000
538,Dr. Pradnya Manwatkar,"MBBS, DDVL",17 Years Experience Overall  (14 years as specialist),Dermatologist,"Mahim, Mumbai",98% ,(582 votes),₹1500
539,Dr. Rajarajeswari Patil,"DVD, MBBS",15 Years Experience Overall,Dermatologist,"Prabhat Road, Pune",97% ,(95 votes),₹700
540,Dr. Ravi Kumar Joshi,"MBBS, MD - Dermatology , Venereology & Leprosy",39 Years Experience Overall,Dermatologist,"Sarita Vihar, Delhi",0,0,₹2000
541,Dr. Shruthi,"MBBS, MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall  (3 years as specialist),Dermatologist,"Suchitra Circle, Hyderabad",0,0,₹500
542,Dr. Sonia Mangal,"MBBS, MD - Dermatology , Venereology & Leprosy",13 Years Experience Overall  (8 years as specialist),Dermatologist,"Panchsheel Park, Delhi",96% ,(231 votes),₹1500
543,Dr. Kutti Sai Swetha,"MBBS, MD - Dermatology , Venereology & Leprosy",5 Years Experience Overall  (2 years as specialist),Dermatologist,"Velachery, Chennai",97% ,(32 votes),₹500
544,Dr. Mounika Ketha,"MD - Dermatology , Venereology & Leprosy, MBBS",9 Years Experience Overall  (6 years as specialist),Dermatologist,"Manikonda, Hyderabad",97% ,(76 votes),₹500
545,Dr. Sanjay Thejaswi,"MBBS, MD - Dermatology , Venereology & Leprosy",7 Years Experience Overall  (3 years as specialist),Dermatologist,"Singasandra, Bangalore",82% ,(17 votes),₹500
546,Dr. Aishwarya Radhakrishna,"MBBS, DDVL",14 Years Experience Overall  (8 years as specialist),Dermatologist,"Jayanagar 5 Block, Bangalore",91% ,(106 votes),₹600
547,Dr. S.B Shrivastava,"MBBS, MD - Dermatology , Venereology & Leprosy",47 Years Experience Overall  (35 years as specialist),Dermatologist,"Paschim Vihar, Delhi",90% ,(30 votes),₹800
548,Dr. Gayatri Bharadwaj,"MBBS, DVD",32 Years Experience Overall  (29 years as specialist),Dermatologist,"Mulund West, Mumbai",84% ,(296 votes),₹1500
549,Dr. Akshitha Ratnakara Shetty,"MBBS, MD - Dermatology , Venereology & Leprosy",13 Years Experience Overall  (9 years as specialist),Dermatologist,"Indiranagar, Bangalore",0,0,₹600
550,Dr. Rajshree Patil,"MBBS, DNB - Dermatology & Venereology",24 Years Experience Overall,Dermatologist,"Aundh, Pune",90% ,(552 votes),₹500
551,Dr. Sindhura Mandava,"MD - Dermatology , Venereology & Leprosy, MBBS",12 Years Experience Overall  (8 years as specialist),Dermatologist,"T Nagar, Chennai",90% ,(105 votes),₹500
552,Dr. Khayati Singla,"MBBS, MD - Dermatology , Venereology & Leprosy",12 Years Experience Overall  (6 years as specialist),Dermatologist,"Himayat Nagar, Hyderabad",100% ,(30 votes),₹600
553,Dr. Sirisha Singh,"MBBS, MD - Dermatology , Venereology & Leprosy",28 Years Experience Overall  (22 years as specialist),Dermatologist,"Greater Kailash Part 1, Delhi",98% ,(474 votes),₹1500
554,Dr. Priya J Talageri,"MBBS, MD - Dermatology , Venereology & Leprosy",17 Years Experience Overall  (12 years as specialist),Dermatologist,"Marathahalli, Bangalore",98% ,(5446 votes),₹650
555,Dr. Ashalatha,"DDVL, MBBS",14 Years Experience Overall  (11 years as specialist),Dermatologist,"Banashankari 3rd Stage, Bangalore",91% ,(43 votes),₹500
556,Dr. Rameshwar Gutte,"MBBS, MD - Dermatology, DVD",18 Years Experience Overall  (12 years as specialist),Dermatologist,"Kanjurmarg, Mumbai",95% ,(181 votes),₹500
557,Dr. J. Rakee Purnima,"MBBS, DDVL",13 Years Experience Overall,Dermatologist,"LB Nagar, Hyderabad",99% ,(405 votes),₹400
558,Dr. Parul Singh,"MBBS, MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall  (2 years as specialist),Dermatologist,"Kalkaji, Delhi",0,0,₹1000
559,Dr. Kavya K,"MBBS, MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall  (5 years as specialist),Dermatologist,"Horamavu, Bangalore",99% ,(206 votes),₹400
560,Dr. Jyothsna,"MBBS, DDVL",11 Years Experience Overall,Dermatologist,"Saligramam, Chennai",96% ,(226 votes),₹700
561,Dr. Swetha Gutha,"MBBS, MD - Dermatology , Venereology & Leprosy",11 Years Experience Overall  (4 years as specialist),Dermatologist,"Harlur, Bangalore",97% ,(179 votes),₹500
562,Dr. Prasad Wankhede,"MBBS, MD - Dermatology , Venereology & Leprosy",14 Years Experience Overall  (8 years as specialist),Dermatologist,"Worli, Mumbai",98% ,(41 votes),₹1200
563,Dr. Manasa Chintawar,"DDVL, MBBS",7 Years Experience Overall,Dermatologist,"Secunderabad, Hyderabad",0,0,₹500
564,Dr. Shilpa,"MBBS, DDVL",18 Years Experience Overall  (7 years as specialist),Dermatologist,"Banjara Hills, Hyderabad",92% ,(83 votes),₹500
565,Dr. Tanuja Tamhankar,"MBBS, DDVL",15 Years Experience Overall  (12 years as specialist),Dermatologist,"Kothrud, Pune",94% ,(149 votes),₹600
566,Dr. Pallavi Ahire Shelke,"MBBS, MD - Dermatology, DNB - Dermatology & Venereology, DVD",15 Years Experience Overall  (9 years as specialist),Dermatologist,"Baner, Pune",97% ,(1405 votes),₹600
567,Dr. Bhavna Mangla,"MBBS, DVD",20 Years Experience Overall  (17 years as specialist),Dermatologist,"Pitampura, Delhi",99% ,(243 votes),₹1000
568,Dr. Hari Kishan Kumar,"MD - Dermatology , Venereology & Leprosy, MBBS",16 Years Experience Overall  (15 years as specialist),Dermatologist,"Kengeri, Bangalore",83% ,(63 votes),₹700
569,Dr. Pradeep Kumari,"MBBS, DVD, FCPS - Dermatology, Venereology & Leprosy, DNB - Dermatology & Venereology",19 Years Experience Overall  (15 years as specialist),Dermatologist,"Viman Nagar, Pune",96% ,(2100 votes),₹700
570,Dr. Sumit Sethi,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",11 Years Experience Overall  (8 years as specialist),Dermatologist,"Janakpuri, Delhi",97% ,(147 votes),₹700
571,Dr. Niranjana Raj,"MBBS, MD - Dermatology",13 Years Experience Overall  (9 years as specialist),Dermatologist,"Whitefield, Bangalore",99% ,(3372 votes),₹750
572,Dr. Safia Tanyeem,"MBBS, MD - Dermatology , Venereology & Leprosy",12 Years Experience Overall  (7 years as specialist),Dermatologist,"Koramangala 5 Block, Bangalore",92% ,(78 votes),₹700
573,Dr. Brahmita Monga,"MBBS, MD - Dermatology , Venereology & Leprosy",8 Years Experience Overall,Dermatologist,"Ashok Vihar, Delhi",0,0,₹700
574,Dr. Jolly Shah Kapadia,"DNB - Dermatology & Venereology, MBBS, DVD",23 Years Experience Overall  (21 years as specialist),Dermatologist,"Mulund West, Mumbai",96% ,(1068 votes),₹900
575,Dr. Dhanraj Chavan,"MBBS, MD - Dermatology",7 Years Experience Overall  (3 years as specialist),Dermatologist,"Prabhat Road, Pune",100% ,(12 votes),₹700
576,Dr. P. Madhavi Reddy,"MBBS, MD - Dermatology , Venereology & Leprosy",22 Years Experience Overall  (16 years as specialist),Dermatologist,"Banjara Hills, Hyderabad",99% ,(218 votes),₹600
577,Dr. V Sreelalitha,"MBBS, DVD",10 Years Experience Overall  (4 years as specialist),Dermatologist,"Whitefield, Bangalore",83% ,(35 votes),₹600
578,Dr. Sandeep G.S.S,"MBBS, MD - Dermatology , Venereology & Leprosy",11 Years Experience Overall  (10 years as specialist),Dermatologist,"Banjara Hills, Hyderabad",100% ,(83 votes),₹800
579,Dr. Soni Nanda,"MD - Dermatology and Venerology, MBBS",21 Years Experience Overall,Dermatologist,"Mayur Vihar Ph-I, Delhi",97% ,(590 votes),₹1000
580,Dr. Vaidehi Saigaonkar Newaskar,"MBBS, Diploma in Dermatology",12 Years Experience Overall  (6 years as specialist),Dermatologist,"Bandra West, Mumbai",100% ,(139 votes),₹1000
581,Dr. Ajay Nimbalkar,"MD - Dermatology , Venereology & Leprosy, MBBS",11 Years Experience Overall  (5 years as specialist),Dermatologist,"Bandra West, Mumbai",96% ,(99 votes),₹1200
582,Dr. Pallavi Sule,"MBBS, DDVL",12 Years Experience Overall  (8 years as specialist),Dermatologist,"Powai, Mumbai",97% ,(63 votes),₹1000
583,Dr. Vivek Singh,"MBBS, DDV",13 Years Experience Overall  (3 years as specialist),Dermatologist,"Burari, Delhi",100% ,(71 votes),₹650
584,Dr. Rahul Shetty,"MBBS, MD - Dermatology",11 Years Experience Overall  (5 years as specialist),Dermatologist,"Vileparle West, Mumbai",97% ,(38 votes),₹800
585,Dr. Swagata Chakrabarty,"MBBS, MD - Dermatology",12 Years Experience Overall,Dermatologist,"Indiranagar, Bangalore",0,0,₹650
586,Dr. Samatha M Swamy,"MBBS, MD - Dermatology , Venereology & Leprosy",11 Years Experience Overall  (6 years as specialist),Dermatologist,"Bellandur, Bangalore",100% ,(25 votes),₹650
587,Dr. Devinder M. Mahajan,"MBBS, MD - Dermatology and Venerology",45 Years Experience Overall  (31 years as specialist),Dermatologist,"Sarita Vihar, Delhi",69% ,(26 votes),₹2000
588,Dr. Ravi N. Hiremagalore,"MBBS, MD - Dermatology, DVD",27 Years Experience Overall  (19 years as specialist),Dermatologist,"Old Airport Road, Bangalore",94% ,(420 votes),₹900
589,Dr. Priyanka Reddy,"MBBS, MD - Dermatology , Venereology & Leprosy",12 Years Experience Overall  (8 years as specialist),Dermatologist,"Kalyan Nagar, Bangalore",92% ,(481 votes),₹1500
590,Dr. Raina Nahar,"MBBS, MD - Dermatology , Venereology & Leprosy",14 Years Experience Overall  (9 years as specialist),Dermatologist,"Andheri West, Mumbai",92% ,(312 votes),₹1000
591,Dr. Gaurav Bhardwaj,"MBBS, MD - Dermatology , Venereology & Leprosy",10 Years Experience Overall  (7 years as specialist),Dermatologist,"Punjabi Bagh, Delhi",100% ,(69 votes),₹1000
592,Dr. Arun Kumar S,"MBBS, DVD, DNB - Dermatology & Venereology",25 Years Experience Overall,Dermatologist,"Old Airport Road, Bangalore",87% ,(53 votes),₹750
593,Dr. Sunil Ghate,"MD - Dermatology, MBBS, Diploma in Dermatology",22 Years Experience Overall,Dermatologist,"Chembur East, Mumbai",79% ,(28 votes),₹1000
594,Dr. Sai Pawar,"MD - Dermatology , Venereology & Leprosy, MBBS",5 Years Experience Overall,Dermatologist,"Malad West, Mumbai",0,0,₹1000
595,Dr. Neha Tandon,"MBBS, DVD, DNB - Dermatology & Venereology",15 Years Experience Overall  (9 years as specialist),Dermatologist,"Dwarka Sector 6, Delhi",0,0,₹900
596,Dr. Asmita Dhekne Chebbi,"MBBS, MD - Dermatology , Venereology & Leprosy",13 Years Experience Overall  (10 years as specialist),Dermatologist,"Koramangala 5 Block, Bangalore",98% ,(504 votes),₹600
597,Dr. Anup Kumar Lahari,"MBBS, MD - Dermatology",38 Years Experience Overall,Dermatologist,"Secunderabad, Hyderabad",86% ,(22 votes),₹600
598,Dr. Ritu Gupta,"MBBS, MD - Dermatology",22 Years Experience Overall  (18 years as specialist),Dermatologist,"Surajmal Vihar, Delhi",86% ,(320 votes),₹1000
599,Dr. Shreyans Sankhala,"MBBS, DVD",8 Years Experience Overall  (5 years as specialist),Dermatologist,"Koregaon Park, Pune",99% ,(130 votes),₹400
600,Dr. Mithali Jage,"MD - Dermatology , Venereology & Leprosy, MBBS",8 Years Experience Overall  (5 years as specialist),Dermatologist,"Sion, Mumbai",99% ,(72 votes),₹1000
601,Dr. Himabindu,"MBBS, DDVL",16 Years Experience Overall  (10 years as specialist),Dermatologist,"Manikonda, Hyderabad",93% ,(27 votes),₹500
602,Dr. Manoj Srinivas,"MBBS, MD - Dermatology , Venereology & Leprosy",11 Years Experience Overall  (5 years as specialist),Dermatologist,"Indiranagar, Bangalore",96% ,(24 votes),₹600
603,Dr. Sharanya Babu K,"MBBS, DDVL",13 Years Experience Overall  (5 years as specialist),Dermatologist,"Basavanagudi, Bangalore",96% ,(27 votes),₹600
604,Dr. Ramya Krishna C,"MBBS, MD - Dermatology , Venereology & Leprosy",5 Years Experience Overall  (3 years as specialist),Dermatologist,"Secunderabad, Hyderabad",0,0,₹600
605,Dr. Meghana Karlekar.R,"MBBS, DDVL",8 Years Experience Overall  (3 years as specialist),Dermatologist,"Whitefield, Bangalore",0,0,₹600
606,Dr. Madhur Eshwar Rao Basude,"MBBS, DDVL, CCT - Dermatology",8 Years Experience Overall  (7 years as specialist),Dermatologist,"Nigdi, Pune",0,0,₹600
607,Dr. Vandhana Manoharan,"MD - Dermatology , Venereology & Leprosy, MBBS",1 Year Experience Overall,Dermatologist,"HRBR Layout, Bangalore",0,0,₹600
608,Dr. U Brahmaiah,"MBBS, DDVL",9 Years Experience Overall  (4 years as specialist),Dermatologist,"Secunderabad, Hyderabad",100% ,(37 votes),₹600
609,Dr. Mohd Asif,"MBBS, MD - Dermatology , Venereology & Leprosy",10 Years Experience Overall  (6 years as specialist),Dermatologist,"Santacruz West, Mumbai",100% ,(119 votes),₹1000
610,Dr. Nithya Raghunath,"MBBS, MD - Dermatology , Venereology & Leprosy",13 Years Experience Overall  (8 years as specialist),Dermatologist,"Kalyan Nagar, Bangalore",96% ,(4115 votes),₹700
611,Dr. Abhishek Sharma,"MD - Physician, MD - Dermatology , Venereology & Leprosy",11 Years Experience Overall  (5 years as specialist),Dermatologist,"South Extension 1, Delhi",100% ,(140 votes),₹1000
612,Dr. Anuj Saigal,"MBBS, MD - Dermatology , Venereology & Leprosy",14 Years Experience Overall  (8 years as specialist),Dermatologist,"Green Park, Delhi",97% ,(155 votes),₹1000
613,Dr. Azra Fatima N,"MBBS, DDVL",10 Years Experience Overall  (5 years as specialist),Dermatologist,"Anna Nagar, Chennai",100% ,(72 votes),₹600
614,Dr. Pooja Chopra,"MBBS, MD - Dermatology , Venereology & Leprosy",15 Years Experience Overall  (11 years as specialist),Dermatologist,"Andheri West, Mumbai",96% ,(80 votes),₹1500
615,Dr. Priyanka R Kuri,"MBBS, MD - Dermatology , Venereology & Leprosy",8 Years Experience Overall  (4 years as specialist),Dermatologist,"Whitefield, Bangalore",100% ,(22 votes),₹700
