,Name,Qualification,Years_Of_Experience,Speciality_of_doctor,Location,dp_score,npv,consultation_fee
1724,Dr. Tarun Kumar Giroti,"MDS - Conservative Dentistry & Endodontics, BDS",25 Years Experience Overall  (24 years as specialist),Dentist,"Vasant Vihar, Delhi",99% ,(1160 votes),₹500
1725,Dr. Priyank Bhandari,"BDS, MDS - Prosthodontist And Crown Bridge",10 Years Experience Overall,Dentist,"Laxmi Nagar, Delhi",99% ,(164 votes),₹500
1726,Dr. Abhishek B,"BDS, MDS - Oral Pathology and Oral Microbiology, Fellowship in Oral implantlogy",15 Years Experience Overall  (10 years as specialist),Dentist,"Rajajinagar, Bangalore",100% ,(160 votes),₹200
1727,Dr. Rajesh K Reddy,BDS,14 Years Experience Overall,Dentist,"Gachibowli, Hyderabad",96% ,(646 votes),₹500
1728,Dr. Sonyabai Sasane,BDS,7 Years Experience Overall,Dentist,"Borivali West, Mumbai",100% ,(11 votes),₹500
1729,Dr. Nihar P Thakkar,"BDS, MDS - Conservative Dentistry & Endodontics",12 Years Experience Overall,Dentist,"Mulund West, Mumbai",0,0,₹300
1730,Dr. B Neethu Nanda,"MDS - Conservative Dentistry & Endodontics, BDS",7 Years Experience Overall,Dentist,"Madhapur, Hyderabad",0,0,₹300
1731,Dr. Kiran D V,BDS,19 Years Experience Overall,Dentist,"Bannerghatta Road, Bangalore",100% ,(12 votes),₹200
1732,Dr. Meenakshi Rai Mukherjee,BDS,13 Years Experience Overall,Dentist,"HSR Layout, Bangalore",0,0,₹500
1733,Dr. Shri Nandhini,MDS - Conservative Dentistry & Endodontics,4 Years Experience Overall,Dentist,"Royapettah, Chennai",0,0,₹500
1734,Dr. Sheetal R Gore,BDS,22 Years Experience Overall,Dentist,"Borivali East, Mumbai",97% ,(358 votes),₹300
1735,Dr. Gaurav Mali,BDS,12 Years Experience Overall,Dentist,"Hinjewadi, Pune",100% ,(44 votes),₹300
1736,Dr. Vivek Pandian,"BDS, MDS - Oral & Maxillofacial Surgery",10 Years Experience Overall,Dentist,"Chromepet, Chennai",98% ,(444 votes),₹450
1737,Dr. Aravind,BDS,2 Years Experience Overall,Dentist,"T Nagar, Chennai",0,0,₹500
1738,Dr. Meena P. Mistry,BDS,35 Years Experience Overall,Dentist,"Vileparle East, Mumbai",97% ,(67 votes),₹200
1739,Dr. Manav Kalra,"MDS - Prosthodontist And Crown Bridge, Certificate of Oral Implantology, BDS",14 Years Experience Overall  (13 years as specialist),Dentist,"Defence Colony, Delhi",95% ,(479 votes),₹1000
1740,Dr. Neeti Sharma,BDS,12 Years Experience Overall,Dentist,"Katwaria Sarai, Delhi",96% ,(192 votes),₹350
1741,Dr. Shruthi Mohan,BDS,14 Years Experience Overall,Dentist,"RMV 2nd Stage, Bangalore",0,0,₹250
1742,Dr. P Rekha,BDS,10 Years Experience Overall,Dentist,"Choolaimedu, Chennai",97% ,(66 votes),₹300
1743,Dr. Meenakshi,BDS,6 Years Experience Overall,Dentist,"Medavakkam, Chennai",0,0,₹500
1744,Dr. Chandrakala Harikrishnan,"BDS, Membership of the Faculty of Dental Surgeons(MFDS), Fellowship in Oral implantlogy",23 Years Experience Overall,Dentist,"Koyambedu, Chennai",100% ,(46 votes),₹500
1745,Dr. S.C.Selvamuthukumar,"BDS, MDS - Oral Medicine and Radiology, FICOI",35 Years Experience Overall  (34 years as specialist),Dentist,"Adyar, Chennai",100% ,(136 votes),₹400
1746,Dr. Tejendra Wadambe,"BDS, MDS - Prosthodontics",9 Years Experience Overall,Dentist,"Kandivali West, Mumbai",99% ,(177 votes),₹500
1747,Dr. T P Balaji,BDS,19 Years Experience Overall  (18 years as specialist),Dentist,"Purasawakkam, Chennai",97% ,(119 votes),₹300
1748,Dr. Kusum Bashetty,"BDS, MDS - Conservative Dentistry & Endodontics",19 Years Experience Overall,Dentist,"Akshaya nagar, Bangalore",99% ,(298 votes),₹400
1749,Dr. Aditya Jayan,BDS,2 Years Experience Overall,Dentist,"Electronics City, Bangalore",0,0,₹300
1750,Dr. Javad Saleem,"BDS, MDS - Prosthodontics",15 Years Experience Overall,Dentist,"Marathahalli, Bangalore",95% ,(110 votes),₹200
1751,Dr. Ashwini Dalavi,BDS,18 Years Experience Overall,Dentist,"Sasanenagar, Pune",98% ,(186 votes),₹300
1752,Dr. Suresh K,"BDS, MDS - Orthodontics",15 Years Experience Overall  (14 years as specialist),Dentist,"Gachibowli, Hyderabad",0,0,₹500
1753,Dr. Kabeer Yasir,BDS,4 Years Experience Overall,Dentist,"Adyar, Chennai",0,0,₹700
1754,Dr. Sindhu S Kumar,BDS,13 Years Experience Overall,Dentist,"Jayanagar 4 Block, Bangalore",0,0,₹300
1755,Dr. Suryanarayana Sharma,"BDS, MDS - Oral Pathology and Oral Microbiology",10 Years Experience Overall  (6 years as specialist),Dentist,"Gachibowli, Hyderabad",100% ,(291 votes),₹400
1756,Dr. Shikha Goel,"BDS, MDS - Conservative Dentistry & Endodontics",16 Years Experience Overall,Dentist,"Malviya Nagar, Delhi",98% ,(803 votes),₹500
1757,Dr. Vishal Sood,"BDS, MDS - Periodontics",24 Years Experience Overall  (21 years as specialist),Dentist,"Mayur Vihar Ph-I, Delhi",99% ,(381 votes),₹500
1758,Dr. Akshara Potluri,BDS,10 Years Experience Overall,Dentist,"Sarjapur Road, Bangalore",96% ,(185 votes),₹300
1759,Dr. Rashmi Bamane,BDS,12 Years Experience Overall,Dentist,"Kharadi, Pune",98% ,(193 votes),₹375
1760,Dr. Prachi Adsul,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",14 Years Experience Overall  (10 years as specialist),Dentist,"Katraj, Pune",96% ,(230 votes),₹300
1761,Dr. Anupriya. A,BDS,25 Years Experience Overall,Dentist,"Marathahalli, Bangalore",99% ,(241 votes),₹400
1762,Dr. Ajay Arora,BDS,21 Years Experience Overall,Dentist,"Rohini Sector 7, Delhi",96% ,(168 votes),₹300
1763,Dr. Poorvi Shrivastava,"MDS - Conservative Dentistry & Endodontics, BDS",11 Years Experience Overall,Dentist,"Marathahalli, Bangalore",98% ,(55 votes),₹100
1764,Dr. Mohak Ruparel,BDS,13 Years Experience Overall,Dentist,"Colaba, Mumbai",96% ,(114 votes),₹500
1765,Dr. Divya,MDS - Prosthodontist And Crown Bridge,7 Years Experience Overall,Dentist,"Virugambakkam, Chennai",100% ,(23 votes),₹300
1766,Dr. Jaiveer  Yadav,"MDS - Prosthodontist And Crown Bridge, BDS",10 Years Experience Overall,Dentist,"Dwarka Sector 11, Delhi",0,0,₹400
1767,Dr. Raviganeshwar D,"BDS, MDS - Oral & Maxillofacial Surgery",7 Years Experience Overall  (6 years as specialist),Dentist,"Navalur, Chennai",0,0,₹300
1768,Dr. Rajat Sachdeva,"BDS, MDS - Oral Pathology and Oral Microbiology",18 Years Experience Overall  (16 years as specialist),Dentist,"Ashok Vihar, Delhi",96% ,(636 votes),₹500
1769,Dr. Avinash Singh,"BDS, MDS - Oral Medicine and Radiology",14 Years Experience Overall  (8 years as specialist),Dentist,"Uttam Nagar, Delhi",0,0,₹300
1770,Dr. Sanjay Jacob,"BDS, MDS - Orthodontics",20 Years Experience Overall  (16 years as specialist),Dentist,"Tambaram East, Chennai",98% ,(162 votes),₹400
1771,Dr. Sarla Jadhav,BDS,10 Years Experience Overall,Dentist,"Wakad, Pune",100% ,(13 votes),₹200
1772,Dr. Devaraju Devaiah,"BDS, MDS - Oral Medicine and Radiology",17 Years Experience Overall  (16 years as specialist),Dentist,"Yelahanka, Bangalore",99% ,(340 votes),₹350
1773,Dr. Shubhangi Lokhande Dole,"BDS, MDS - Prosthodontist And Crown Bridge",11 Years Experience Overall  (10 years as specialist),Dentist,"Kothrud, Pune",0,0,₹300
1774,Dr. Shilpa Mittal,BDS,24 Years Experience Overall,Dentist,"Kandivali East, Mumbai",98% ,(556 votes),₹500
1775,Dr. Neeraja Sathaye,"BDS, MDS - Prosthodontics",13 Years Experience Overall  (12 years as specialist),Dentist,"Baner, Pune",0,0,₹300
1776,Dr. Priyadarshini Gir,"BDS, MDS - Orthodontics",10 Years Experience Overall,Dentist,"Swargate, Pune",0,0,₹500
1777,Dr. Abhinav Gupta,BDS,19 Years Experience Overall,Dentist,"Vijaynagar, Delhi",98% ,(661 votes),₹500
1778,Dr. Milind Sharma,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",11 Years Experience Overall  (6 years as specialist),Dentist,"Dwarka, Delhi",100% ,(131 votes),₹500
1779,Dr. Ameya Manish Sonawane,BDS,12 Years Experience Overall,Dentist,"Lokhandwala, Mumbai",0,0,₹300
1780,Dr. Irshad Chaudary,"MDS - Oral & Maxillofacial Surgery, BDS",12 Years Experience Overall  (9 years as specialist),Dentist,"Swargate, Pune",94% ,(31 votes),₹500
1781,Dr. Apeksha Anand,"BDS, MDS - Paedodontics And Preventive Dentistry",15 Years Experience Overall  (14 years as specialist),Dentist,"Powai, Mumbai",97% ,(39 votes),₹500
1782,Dr. Nikita Naik,BDS,10 Years Experience Overall,Dentist,"Vileparle West, Mumbai",98% ,(65 votes),₹800
1783,Dr. Sudha Koumudi,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",10 Years Experience Overall  (4 years as specialist),Dentist,"BTM Layout 2nd Stage, Bangalore",100% ,(14 votes),₹300
1784,Dr. Arun Suraj,"BDS, MDS - Conservative Dentistry ",17 Years Experience Overall,Dentist,"Velachery, Chennai",0,0,₹300
1785,Dr. Rupal Agrawal,"BDS, MDS - Operative Dentistry",25 Years Experience Overall,Dentist,"Dwarka, Delhi",95% ,(133 votes),₹1000
1786,Dr. Shashidhar,"BDS, Diploma in Public Health",18 Years Experience Overall,Dentist,"Miyapur, Hyderabad",0,0,₹300
1787,Dr. K. L. Tejaswi,"BDS, MDS - Prosthodontist And Crown Bridge",12 Years Experience Overall,Dentist,"Kondapur, Hyderabad",96% ,(28 votes),₹300
1788,Dr. Shivani R,BDS,21 Years Experience Overall,Dentist,"Baner, Pune",100% ,(25 votes),₹200
1789,Dr. Prasad Bodhale,BDS,28 Years Experience Overall,Dentist,"Chandan Nagar, Pune",97% ,(36 votes),₹250
1790,Dr. Madhusudhan,"BDS, MDS",24 Years Experience Overall,Dentist,"Vijayanagar, Bangalore",97% ,(213 votes),₹500
1791,Dr. Roshan Kumar,BDS,18 Years Experience Overall  (17 years as specialist),Dentist,"JP Nagar, Bangalore",97% ,(484 votes),₹400
1792,Dr. Umesh B M,BDS,17 Years Experience Overall,Dentist,"JP Nagar 6 Phase, Bangalore",100% ,(169 votes),₹300
1793,Dr. Tarun Motwani,BDS,30 Years Experience Overall,Dentist,"Andheri West, Mumbai",98% ,(98 votes),₹1000
1794,Dr. Mohan Krishna Badisa,"BDS, MDS - Prosthodontist And Crown Bridge",10 Years Experience Overall  (9 years as specialist),Dentist,"KPHB, Hyderabad",98% ,(44 votes),₹300
1795,Dr. Siddhi Saijan,BDS,12 Years Experience Overall,Dentist,"Borivali West, Mumbai",99% ,(80 votes),₹200
1796,Dr. Mukul Prabhat,"BDS, MDS - Oral Medicine and Radiology, Certificate of Oral Implantology",14 Years Experience Overall  (13 years as specialist),Dentist,"Shahdara, Delhi",96% ,(46 votes),₹250
1797,Dr. Sayali Jain,BDS,12 Years Experience Overall,Dentist,"Shivajinagar, Pune",99% ,(93 votes),₹200
1798,Dr. Disha Bansal,BDS,12 Years Experience Overall,Dentist,"Koregaon Park, Pune",100% ,(11 votes),₹400
1799,Dr. Anusha Rajendran,"MDS - Prosthodontist And Crown Bridge, BDS",8 Years Experience Overall,Dentist,"Anna Nagar West, Chennai",0,0,₹350
1800,Dr. Dipti Jaju,BDS,12 Years Experience Overall,Dentist,"Pimple Nilakh, Pune",99% ,(74 votes),₹300
1801,Dr. Vidhi Dhall,BDS,3 Years Experience Overall,Dentist,"Paschim Vihar, Delhi",0,0,₹300
1802,Dr. Dragpal Singh Rajput,BDS,13 Years Experience Overall,Dentist,"Baner, Pune",95% ,(289 votes),₹500
1803,Dr. Saira Saba,"BDS, MDS - Periodontics",15 Years Experience Overall  (3 years as specialist),Dentist,"JP Nagar 7 Phase, Bangalore",0,0,₹250
1804,Dr. Mitali Gandhi,"BDS, MDS - Prosthodontics",13 Years Experience Overall,Dentist,"Ghatkopar East, Mumbai",100% ,(12 votes),₹400
1805,Dr. Mamta Dhawale,BDS,21 Years Experience Overall,Dentist,"Hadapsar, Pune",97% ,(285 votes),₹300
1806,Dr. Bose Babu Namala,"BDS, MDS - Prosthodontist And Crown Bridge",6 Years Experience Overall,Dentist,"Sainikpuri, Hyderabad",0,0,₹300
1807,Dr. Manik Chowdhury,BDS,11 Years Experience Overall,Dentist,"Bannerghatta Road, Bangalore",99% ,(191 votes),₹500
1808,Dr. Prajakta More,BDS,13 Years Experience Overall,Dentist,"Dhanori, Pune",93% ,(71 votes),₹300
1809,Dr. Supriya Soni,BDS,4 Years Experience Overall,Dentist,"Wakad, Pune",0,0,₹300
1810,Dr. Amruta  Mahajani,"BDS, MDS - Conservative Dentistry ",8 Years Experience Overall,Dentist,"Shivajinagar, Pune",0,0,₹300
1811,Dr. Nimay Devjee,"BDS, MDS - Orthodontics",11 Years Experience Overall  (8 years as specialist),Dentist,"Yerwada, Pune",100% ,(47 votes),₹300
1812,Dr. Major Vipin Kumar,"BDS, MDS - Periodontics",16 Years Experience Overall  (10 years as specialist),Dentist,"Greater Kailash Part 1, Delhi",95% ,(64 votes),₹600
1813,Dr. Balajee. J,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",10 Years Experience Overall  (7 years as specialist),Dentist,"Anna Nagar West, Chennai",100% ,(27 votes),₹300
1814,Dr. Sobh Singh Khambay,"BDS, MDS - Oral & Maxillofacial Surgery",44 Years Experience Overall,Dentist,"Mulund West, Mumbai",0,0,₹1300
1815,Dr. Shalu,BDS,2 Years Experience Overall,Dentist,"Laxmi Nagar, Delhi",0,0,₹200
1816,Dr. Darshan Hiralal Vora,"BDS, PGDE (Cosmetic & Esthetic Dentist)",24 Years Experience Overall,Dentist,"Mulund West, Mumbai",99% ,(900 votes),₹500
1817,Dr. Anjan Shah,"MDS - Oral & Maxillofacial Surgery, BDS",27 Years Experience Overall,Dentist,"Yeshwanthpur, Bangalore",99% ,(148 votes),₹750
1818,Dr. Namratha Umesh,"BDS, MDS - Prosthodontist And Crown Bridge",23 Years Experience Overall  (22 years as specialist),Dentist,"Sahakaranagar, Bangalore",98% ,(328 votes),₹500
1819,Dr. Sanket Mehta,BDS,17 Years Experience Overall,Dentist,"Matunga, Mumbai",99% ,(905 votes),₹500
1820,Dr. Ravi Sachdeva,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",11 Years Experience Overall  (2 years as specialist),Dentist,"Laxmi Nagar, Delhi",0,0,₹200
1821,Dr. Sneha Poeghal,BDS,2 Years Experience Overall,Dentist,"Bachupally, Hyderabad",0,0,₹500
1822,Dr. Neha Bagrecha,"MDS - Prosthodontist And Crown Bridge, BDS",18 Years Experience Overall,Dentist,"Kharadi, Pune",100% ,(44 votes),₹300
1823,Dr. Kapil Garg,"BDS, MDS - Periodontics",17 Years Experience Overall  (14 years as specialist),Dentist,"Pitampura, Delhi",99% ,(403 votes),₹500
1824,Dr. Sindhuja S,"MDS - Periodontics, BDS",3 Years Experience Overall  (1 year as specialist),Dentist,"Medavakkam, Chennai",0,0,₹500
1825,Dr. K Sravani Reddy,BDS,11 Years Experience Overall,Dentist,"Karkhana, Hyderabad",98% ,(105 votes),₹300
1826,Dr. Shaista Durrani,"MDS - Prosthodontist And Crown Bridge, BDS",12 Years Experience Overall,Dentist,"Sarjapur Road, Bangalore",100% ,(15 votes),₹300
1827,Dr. Abhay Bhosale,"BDS, MDS - Paedodontics And Preventive Dentistry",12 Years Experience Overall,Dentist,"Kharadi, Pune",100% ,(67 votes),₹200
1828,Dr. G Prasanna Vani,BDS,14 Years Experience Overall,Dentist,"MG Road, Hyderabad",100% ,(53 votes),₹200
1829,Dr. Zeba Farzeen,BDS,11 Years Experience Overall  (10 years as specialist),Dentist,"Pudupet, Chennai",0,0,₹200
1830,Dr. Ajay Lahoti,BDS,18 Years Experience Overall,Dentist,"Banjara Hills, Hyderabad",100% ,(11 votes),₹200
1831,Dr. Jyotsna Patel,BDS,22 Years Experience Overall,Dentist,"Bhandup West, Mumbai",100% ,(56 votes),₹400
1832,Dr. Raghu,"MDS - Periodontics, BDS",13 Years Experience Overall  (7 years as specialist),Dentist,"T Nagar, Chennai",98% ,(435 votes),₹300
1833,Dr. Sweety Rajendra Jain,"BDS, MDS - Oral Pathology and Oral Microbiology",13 Years Experience Overall  (11 years as specialist),Dentist,"Pimpri-Chinchwad, Pune",100% ,(20 votes),₹200
1834,Dr. Ambarish Kulkarni,BDS,20 Years Experience Overall,Dentist,"Swargate, Pune",100% ,(31 votes),₹200
1835,Dr. Trupti Ahire,BDS,6 Years Experience Overall,Dentist,"Ravet, Pune",0,0,₹200
1836,Dr. Namrata A Soni,BDS,10 Years Experience Overall,Dentist,"Shivajinagar, Pune",98% ,(64 votes),₹750
1837,Dr. Makarand Thoke,BDS,25 Years Experience Overall  (24 years as specialist),Dentist,"Pimple Saudagar, Pune",97% ,(163 votes),₹400
1838,Dr. Sarika Solanki,"BDS, MDS - Conservative Dentistry & Endodontics, Diploma in Health Administration",20 Years Experience Overall,Dentist,"Dwarka, Delhi",98% ,(43 votes),₹600
1839,Dr. Shilpa Kalra,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",13 Years Experience Overall  (8 years as specialist),Dentist,"Dwarka, Delhi",100% ,(31 votes),₹400
1840,Dr. Rekha B.M,"MDS - Periodontics, BDS, Fellowship in Oral implantlogy",23 Years Experience Overall  (4 years as specialist),Dentist,"Padmanabhanagar, Bangalore",0,0,₹300
1841,Dr. Alok Shah,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",11 Years Experience Overall  (6 years as specialist),Dentist,"Powai, Mumbai",98% ,(62 votes),₹200
1842,Dr. Suchitra,BDS,23 Years Experience Overall  (21 years as specialist),Dentist,"West Of Chord Road, Bangalore",97% ,(225 votes),₹350
1843,Dr. Siddhi Dinesh Prabhu,"BDS, MDS - Conservative Dentistry & Endodontics",12 Years Experience Overall,Dentist,"Grant Road, Mumbai",100% ,(83 votes),₹300
1844,Dr. Sagar Vikas Sewane,"BDS, MDS - Periodontics",16 Years Experience Overall  (11 years as specialist),Dentist,"Warje, Pune",98% ,(47 votes),₹300
1845,Dr. Sulaxana Birkodi,"BDS, P.G. Diploma in Conservative Dentistry",13 Years Experience Overall,Dentist,"New Thippasandra, Bangalore",100% ,(89 votes),₹500
1846,Dr. B. Saravanan,"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",21 Years Experience Overall  (16 years as specialist),Dentist,"Virugambakkam, Chennai",0,0,₹300
1847,Dr. Archana,BDS,12 Years Experience Overall,Dentist,"Velachery, Chennai",0,0,₹300
1848,Dr. Kiran D N,"BDS, MDS - Oral & Maxillofacial Surgery",26 Years Experience Overall,Dentist,"Whitefield, Bangalore",99% ,(76 votes),₹500
1849,Dr. M.Manjula,"BDS, MDS - Paedodontics And Preventive Dentistry",30 Years Experience Overall,Dentist,"Padmarao Nagar, Hyderabad",97% ,(113 votes),₹500
1850,Dr. Balasubramanya K V,"BDS, MDS - Periodontics",21 Years Experience Overall  (17 years as specialist),Dentist,"Indiranagar, Bangalore",95% ,(1027 votes),₹400
1851,Dr. Sunil Rao,"BDS, MDS - Conservative Dentistry & Endodontics",26 Years Experience Overall,Dentist,"Vijayanagar, Bangalore",97% ,(313 votes),₹500
1852,Dr. Rama Krishnam Raju Penmetsa,"BDS, MDS",15 Years Experience Overall,Dentist,"Manikonda, Hyderabad",100% ,(137 votes),₹300
1853,Dr. Anitha Ethamukkala,"BDS, MDS - Orthodontics",20 Years Experience Overall  (17 years as specialist),Dentist,"Banjara Hills, Hyderabad",100% ,(146 votes),₹500
1854,Dr. Pranay,"BDS, MDS - Oral Pathology and Oral Microbiology",12 Years Experience Overall,Dentist,"Marathahalli, Bangalore",97% ,(3286 votes),₹550
1855,Dr. Aiman Khan,BDS,4 Years Experience Overall,Dentist,"Vasanthnagar, Bangalore",0,0,₹600
1856,Dr. Pankaj Rooprai,BDS,29 Years Experience Overall,Dentist,"Dwarka, Delhi",86% ,(28 votes),₹300
1857,Dr. Sujay Gopal,"BDS, Fellowship in Oral implantlogy",15 Years Experience Overall,Dentist,"Banashankari 3rd Stage, Bangalore",97% ,(741 votes),₹200
1858,Dr. Aswini,"MDS - Periodontics, BDS",10 Years Experience Overall  (3 years as specialist),Dentist,"Bachupally, Hyderabad",0,0,₹200
1859,Dr. Abhishek Arora,BDS,20 Years Experience Overall,Dentist,"Malviya Nagar, Delhi",99% ,(1479 votes),₹500
1860,Dr. Gurbani Kaur,MDS - Periodontics,6 Years Experience Overall,Dentist,"Prabhat Road, Pune",96% ,(80 votes),₹500
1861,Dr. Reema Nanavati,"MDS - Conservative Dentistry & Endodontics, BDS",14 Years Experience Overall,Dentist,"Borivali, Mumbai",100% ,(45 votes),₹300
1862,Dr. Shefali Parekh,"MDS - Periodontology and Oral Implantology, BDS",11 Years Experience Overall  (10 years as specialist),Dentist,"Sinhagad Road, Pune",0,0,₹300
1863,Dr. Purva Shrivastava,"BDS, MDS - Conservative Dentistry & Endodontics",11 Years Experience Overall,Dentist,"Paschim Vihar, Delhi",100% ,(16 votes),₹300
1864,Dr. Prashanth  Sreenivasan,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",7 Years Experience Overall  (3 years as specialist),Dentist,"Nanganallur, Chennai",100% ,(32 votes),₹200
1865,Dr. Vaddavalli Dhanasri,BDS,5 Years Experience Overall,Dentist,"KPHB, Hyderabad",0,0,₹300
1866,Dr. Avantika Sharma,"BDS, MDS - Oral & Maxillofacial Surgery",9 Years Experience Overall,Dentist,"Dwarka Sector 12, Delhi",100% ,(22 votes),₹500
1867,Dr. Namrata Jadwani,MDS - Prosthodontics,8 Years Experience Overall  (7 years as specialist),Dentist,"Bandra West, Mumbai",99% ,(102 votes),₹1000
1868,Dr. Pavan Preetham,"BDS, MDS - Prosthodontist And Crown Bridge",13 Years Experience Overall,Dentist,"Sanath Nagar, Hyderabad",96% ,(69 votes),₹300
1869,Dr. Sneha Rachha,BDS,6 Years Experience Overall  (5 years as specialist),Dentist,"Kothrud, Pune",100% ,(63 votes),₹300
1870,Dr. Amruta Bhalchandra Wadekar,BDS,28 Years Experience Overall,Dentist,"Dahisar East, Mumbai",100% ,(402 votes),₹500
1871,Dr. Jeba Mary Nadar,BDS,12 Years Experience Overall,Dentist,"Indiranagar, Bangalore",0,0,₹500
1872,Dr. Sana Mokashi,BDS,10 Years Experience Overall,Dentist,"Wakad, Pune",99% ,(111 votes),₹200
1873,Dr. Ann Thomas,BDS,16 Years Experience Overall,Dentist,"Ramamurthy Nagar, Bangalore",0,0,₹100
1874,Dr. Ranjit Manne,"BDS, MDS - Orthodontics",22 Years Experience Overall  (19 years as specialist),Dentist,"Gachibowli, Hyderabad",97% ,(155 votes),₹500
1875,Dr. Preeti Shetty,"MDS - Periodontics, BDS",19 Years Experience Overall  (6 years as specialist),Dentist,"Kandivali West, Mumbai",0,0,₹300
1876,Dr. Nisar Ahmed,"MDS - Conservative Dentistry & Endodontics, BDS",9 Years Experience Overall,Dentist,"Marathahalli, Bangalore",100% ,(51 votes),₹200
1877,Dr. Shradha Das,BDS,7 Years Experience Overall,Dentist,"HRBR Layout, Bangalore",98% ,(135 votes),₹400
1878,Dr. Ruchi Bhansali,BDS,8 Years Experience Overall,Dentist,"Andheri West, Mumbai",99% ,(500 votes),₹300
1879,Dr. S.Radha,BDS,16 Years Experience Overall,Dentist,"Mogappair East, Chennai",0,0,₹500
1880,Dr. Priya Dandekar,BDS,32 Years Experience Overall,Dentist,"Vishrantwadi, Pune",97% ,(174 votes),₹500
1881,Dr. Reshma Deshpande,"BDS, MDS - Oral & Maxillofacial Surgery",17 Years Experience Overall,Dentist,"Wakad, Pune",0,0,₹200
1882,Dr. Nidhi Gupta,BDS,22 Years Experience Overall,Dentist,"New Friends Colony, Delhi",99% ,(354 votes),₹600
1883,Dr. Pradeep,MDS - Orthodontics,12 Years Experience Overall,Dentist,"Secunderabad, Hyderabad",0,0,₹550
1884,Dr. Nitish,BDS,5 Years Experience Overall,Dentist,"Rohini Sector 15, Delhi",0,0,₹500
1885,Dr. Arpit Doshi,"BDS, MDS - Orthodontics",14 Years Experience Overall  (10 years as specialist),Dentist,"Ghatkopar East, Mumbai",96% ,(163 votes),₹600
1886,Dr. Naveen Gupta,"BDS, MDS - Prosthodontist And Crown Bridge",24 Years Experience Overall,Dentist,"Karol Bagh, Delhi",97% ,(263 votes),₹500
1887,Dr. Manoj Bodhwani,"BDS, MDS - Prosthodontics",16 Years Experience Overall,Dentist,"Khar West, Mumbai",98% ,(254 votes),₹500
1888,Dr. Nirali Mehta,"BDS, MDS - Paedodontics And Preventive Dentistry",12 Years Experience Overall  (11 years as specialist),Dentist,"Santacruz West, Mumbai",0,0,₹1200
1889,Dr. Namita Jaiswal,"BDS, MDS - Periodontics",13 Years Experience Overall,Dentist,"Akshaya nagar, Bangalore",0,0,₹350
1890,Dr. Shadab Khan,BDS,5 Years Experience Overall,Dentist,"Kharadi, Pune",0,0,₹300
1891,Dr. Rashmi,"MDS - Periodontics, BDS",22 Years Experience Overall  (17 years as specialist),Dentist,"Nizampet, Hyderabad",97% ,(156 votes),₹500
1892,Dr. Shaili Shah,BDS,12 Years Experience Overall,Dentist,"Khar West, Mumbai",100% ,(48 votes),₹500
1893,Dr. Soumyashree BV,"BDS, MDS - Paedodontics And Preventive Dentistry",14 Years Experience Overall,Dentist,"Sanjay Nagar, Bangalore",0,0,₹300
1894,Dr. Mary Grace Dakey,BDS,14 Years Experience Overall,Dentist,"Andheri East, Mumbai",99% ,(151 votes),₹500
1895,Dr. Dhruv Yadav,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",12 Years Experience Overall  (7 years as specialist),Dentist,"Mayur Vihar Ph-II, Delhi",100% ,(22 votes),₹600
1896,Dr. Prithvi Udhayaraja,"BDS, MDS - Prosthodontics",8 Years Experience Overall  (7 years as specialist),Dentist,"T Nagar, Chennai",0,0,₹500
1897,Dr. Mouna,BDS,6 Years Experience Overall,Dentist,"Kondapur, Hyderabad",0,0,₹200
1898,Dr. R. Sharumathi,BDS,2 Years Experience Overall,Dentist,"Perambur, Chennai",0,0,₹200
1899,Dr. Anisha Vallakati,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",11 Years Experience Overall  (7 years as specialist),Dentist,"Gachibowli, Hyderabad",100% ,(16 votes),₹500
1900,Dr. T. Sivasankari,"BDS, MDS - Periodontics",19 Years Experience Overall  (11 years as specialist),Dentist,"Mogappair, Chennai",93% ,(28 votes),₹200
1901,Dr. Nikita Virdiya,"BDS, MDS - Prosthodontics",9 Years Experience Overall,Dentist,"Kandivali West, Mumbai",94% ,(17 votes),₹200
1902,Dr. D.Ramyaa Karthies,"BDS, MDS - Prosthodontist And Crown Bridge",11 Years Experience Overall,Dentist,"Keelkattalai, Chennai",99% ,(67 votes),₹300
1903,Dr. Laxman Revansidh Malkunje,"BDS, MDS - Oral & Maxillofacial Surgery",13 Years Experience Overall,Dentist,"Shivajinagar, Pune",0,0,₹600
1904,Dr. Abbasali Barodawala,"BDS, MDS - Oral & Maxillofacial Surgery",12 Years Experience Overall,Dentist,"Andheri West, Mumbai",100% ,(34 votes),₹500
1905,Dr. Shrutika Jayaswal,BDS,10 Years Experience Overall,Dentist,"Aundh, Pune",0,0,₹300
