,Name,Qualification,Years_Of_Experience,Speciality_of_doctor,Location,dp_score,npv,consultation_fee
453,Dr. Malathi Sathiyasekaran,"MBBS, MD - Pediatrics, Diploma in Child Health (DCH), DM - Gastroenterology",46 Years Experience Overall  (22 years as specialist),Pediatrician,"Aminjikarai, Chennai",0,0,₹800
454,Dr. Manish Gupta,"MBBS, Diploma in Child Health (DCH)",19 Years Experience Overall  (15 years as specialist),Pediatrician,"Dwarka, Delhi",96% ,(98 votes),₹500
455,Dr. Omkar Chiluka,"Diploma in Child Health (DCH), MBBS",6 Years Experience Overall,Pediatrician,"Shaikpet, Hyderabad",0,0,₹400
456,Dr. Neelam Gote,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",11 Years Experience Overall  (8 years as specialist),Pediatrician,"Pimple Saudagar, Pune",98% ,(63 votes),₹400
457,Dr. Ankit Gupta,"MBBS, MD - Pediatrics",14 Years Experience Overall  (6 years as specialist),Pediatrician,"Mira Road, Mumbai",0,0,₹1000
458,Dr. Karthik Nagesh,"MBBS, MD - Pediatrics, Neonatal Intensive Care Fellowship (UK)",36 Years Experience Overall  (35 years as specialist),Pediatrician,"Old Airport Road, Bangalore",90% ,(29 votes),₹900
459,Dr. Aditi Singh,"MBBS, Diploma in Child Health (DCH)",18 Years Experience Overall  (16 years as specialist),Pediatrician,"Dwarka Sector 7, Delhi",96% ,(50 votes),₹600
460,Dr. Sushma V,"DNB - Paediatrics, MBBS",19 Years Experience Overall  (15 years as specialist),Pediatrician,"Jayanagar 9 Block, Bangalore",100% ,(115 votes),₹650
461,Dr. Amitoj Singh Chhina,"MBBS, MD - Pediatrics",13 Years Experience Overall  (9 years as specialist),Pediatrician,"Bellandur, Bangalore",90% ,(31 votes),₹850
462,Dr. Sujata Chitnis,"MBBS, MD - Pediatrics",41 Years Experience Overall  (37 years as specialist),Pediatrician,"Vileparle East, Mumbai",100% ,(32 votes),₹1000
463,Dr. Veena Kalra,"MBBS, MD - Pediatrics",53 Years Experience Overall  (49 years as specialist),Pediatrician,"Sarita Vihar, Delhi",87% ,(47 votes),₹2000
464,Dr. V C Shrinivas,"MBBS, MD - Pediatrics",20 Years Experience Overall  (13 years as specialist),Pediatrician,"Manapakkam, Chennai",0,0,₹800
465,Dr. Kushal Kumar,"MBBS, MD - Pediatrics",18 Years Experience Overall  (16 years as specialist),Pediatrician,"Yeshwanthpur, Bangalore",0,0,₹750
466,Dr. Gurleen Sikka,"MBBS, MD - Pediatrics",14 Years Experience Overall  (8 years as specialist),Pediatrician,"Punjabi Bagh, Delhi",0,0,₹1000
467,Dr. Prakash Vasant Vaidya,"MBBS, MD - Pediatrics",42 Years Experience Overall  (40 years as specialist),Pediatrician,"Mulund West, Mumbai",91% ,(11 votes),₹1300
468,Dr. Vishal Sachade,"MBBS, MD - Pediatrics",20 Years Experience Overall  (14 years as specialist),Pediatrician,"Borivali West, Mumbai",0,0,₹600
469,Dr. Velmurugan K,"MBBS, MD - Pediatrics",16 Years Experience Overall  (9 years as specialist),Pediatrician,"Chromepet, Chennai",0,0,₹600
470,Dr. Neha Mehta Itke,"MBBS, MD - Pediatrics, Fellowship in Neonatology",13 Years Experience Overall  (10 years as specialist),Pediatrician,"Wakad, Pune",100% ,(13 votes),₹500
471,Dr. Himanshi Joshi,"MBBS, MD - Pediatrics",12 Years Experience Overall  (8 years as specialist),Pediatrician,"Vasant Kunj, Delhi",0,0,₹500
472,Dr. Arti Gosawi,"MBBS, Diploma in Child Health (DCH)",11 Years Experience Overall,Pediatrician,"Pimpri-Chinchwad, Pune",100% ,(13 votes),₹300
473,Dr. Lata Bhat,"MBBS, Diploma in Child Health (DCH), Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), Fellowship in Neonatology",34 Years Experience Overall  (31 years as specialist),Pediatrician,"Mayur Vihar Ph-II, Delhi",98% ,(41 votes),₹500
474,Dr. Ashok M.V,"MBBS, MD - Pediatrics",20 Years Experience Overall  (12 years as specialist),Pediatrician,"Bannerghatta Road, Bangalore",92% ,(12 votes),₹800
475,Dr. Kalpana Bharani Kumar,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",23 Years Experience Overall  (18 years as specialist),Pediatrician,"Periyar Nagar, Chennai",99% ,(179 votes),₹300
476,Dr. Sujit S. Ranjane,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",13 Years Experience Overall,Pediatrician,"Borivali West, Mumbai",0,0,₹700
477,Dr. Narender Tatikonda,"MBBS, MD - Pediatrics",25 Years Experience Overall  (20 years as specialist),Pediatrician,"Ameerpet, Hyderabad",0,0,₹500
478,Dr. Mohan D Mahendrakar,"MBBS, Diploma in Child Health (DCH), DNB - Pediatrics, Fellowship in Neonatology",17 Years Experience Overall  (15 years as specialist),Pediatrician,"Millers Road, Bangalore",0,0,₹1000
479,Dr. Vijay Kumar Gutte,"MBBS, Diploma in Child Health (DCH), FCPS (Paediatrics)",21 Years Experience Overall  (18 years as specialist),Pediatrician,"Wagholi, Pune",71% ,(14 votes),₹500
480,Dr. Nisha Miriam George,"MBBS, MD - Pediatrics",23 Years Experience Overall  (2 years as specialist),Pediatrician,"Aminjikarai, Chennai",0,0,₹800
481,Dr. A Satyanarayana Murthy,"MBBS, Diploma in Child Health (DCH)",10 Years Experience Overall  (5 years as specialist),Pediatrician,"Kukatpally, Hyderabad",0,0,₹500
482,Dr. Neelima Pakanati,"MBBS, Diploma in Child Health (DCH), DNB - Pediatrics, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",13 Years Experience Overall  (12 years as specialist),Pediatrician,"Kondapur, Hyderabad",100% ,(40 votes),₹500
483,Dr. Nagaraj S,"MBBS, DNB - Paediatrics",21 Years Experience Overall  (8 years as specialist),Pediatrician,"Yeshwanthpur, Bangalore",83% ,(40 votes),₹1000
484,Dr. Vrushali Bichkar,"MBBS, MD - Pediatrics",15 Years Experience Overall  (9 years as specialist),Pediatrician,"Lulla Nagar, Pune",0,0,₹650
485,Dr. Sharmila K,"MBBS, MD - Pediatrics",26 Years Experience Overall  (19 years as specialist),Pediatrician,"Jubilee Hills, Hyderabad",0,0,₹600
486,Dr. Sufla Saxena,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",20 Years Experience Overall  (6 years as specialist),Pediatrician,"Dwarka Sector 6, Delhi",0,0,₹1100
487,Dr. Moulika M,"MBBS, MD - Pediatrics",10 Years Experience Overall  (7 years as specialist),Pediatrician,"Secunderabad, Hyderabad",0,0,₹350
488,Dr. Harish Kumar,"MBBS, MD - Pediatrics",15 Years Experience Overall,Pediatrician,"Hebbal, Bangalore",88% ,(74 votes),₹700
489,Dr. Gajendra Kumar,"MBBS, MD - Pediatrics",16 Years Experience Overall  (10 years as specialist),Pediatrician,"Rohini Sector 22, Delhi",100% ,(11 votes),₹500
490,Dr. Hemalatha,"MBBS, MD - Tuberculosis & Respiratory Diseases/Medicine, Diploma in Child Health (DCH)",20 Years Experience Overall  (9 years as specialist),Pediatrician,"Perumbakkam, Chennai",0,0,₹500
491,Dr. Neeta Naik,"MBBS, MD - Pediatrics, Diploma in Child Health (DCH), DNB - Paediatrics",31 Years Experience Overall,Pediatrician,"Kurla, Mumbai",0,0,₹1500
492,Dr. Sharil Hegde P,"MBBS, MD - Pediatrics",21 Years Experience Overall  (16 years as specialist),Pediatrician,"Hebbal, Bangalore",0,0,₹800
493,Dr. Sudha E,"MBBS, DNB - Paediatrics",19 Years Experience Overall  (14 years as specialist),Pediatrician,"Chetpet, Chennai",0,0,₹500
494,Dr. Sasidharan,"MBBS, Diploma in Child Health (DCH), Fellowship in Neonatology",24 Years Experience Overall  (19 years as specialist),Pediatrician,"Lothkunta, Hyderabad",91% ,(11 votes),₹500
495,Dr. Niranjan Kumar P,"MBBS, MD - Pediatrics",17 Years Experience Overall  (11 years as specialist),Pediatrician,"Sampangiramnagar, Bangalore",0,0,₹800
496,Dr. Anand Prahalad Rao,"MBBS, MD - Pediatrics, DNB - Paediatrics",20 Years Experience Overall  (17 years as specialist),Pediatrician,"Old Airport Road, Bangalore",99% ,(1246 votes),₹750
497,Dr. Satish Gupta,"MD - Pediatrics, MBBS",32 Years Experience Overall  (30 years as specialist),Pediatrician,"Patparganj, Delhi",0,0,₹1000
498,Dr. Sireesh V,"MBBS, MD - Pediatrics",14 Years Experience Overall  (9 years as specialist),Pediatrician,"Hongasandra, Bangalore",100% ,(53 votes),₹400
499,Dr. Deepa Easow,"MBBS, DNB - Paediatrics",31 Years Experience Overall  (18 years as specialist),Pediatrician,"Kilpauk, Chennai",0,0,₹500
500,Dr. Baliwanth Anandakrishnan,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",19 Years Experience Overall  (7 years as specialist),Pediatrician,"Indiranagar, Bangalore",100% ,(34 votes),₹800
501,Dr. Suhas Sodal,"MD - Pediatrics, MBBS",13 Years Experience Overall  (7 years as specialist),Pediatrician,"Pimple Gurav, Pune",97% ,(79 votes),₹700
502,Dr. Vikas Taneja,"DNB - Paediatrics, MBBS",28 Years Experience Overall  (21 years as specialist),Pediatrician,"Dwarka Sector 6, Delhi",100% ,(30 votes),₹900
503,Dr. Kuldip Paike,"MBBS, DNB - Paediatrics",19 Years Experience Overall  (13 years as specialist),Pediatrician,"Bannerghatta Road, Bangalore",100% ,(51 votes),₹800
504,Dr. Veerbhadra V Mallad,"MBBS, MD - Pediatrics",17 Years Experience Overall  (12 years as specialist),Pediatrician,"Old Airport Road, Bangalore",79% ,(28 votes),₹850
505,Dr. Ajay K Tiwari,"MBBS, MD - Pediatrics",35 Years Experience Overall  (31 years as specialist),Pediatrician,"Vikas Puri, Delhi",100% ,(57 votes),₹700
506,Dr. Vishnuvardhan Reddy M,"MBBS, Diploma in Child Health (DCH), Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",27 Years Experience Overall  (23 years as specialist),Pediatrician,"Jubilee Hills, Hyderabad",72% ,(54 votes),₹600
507,Dr. Sagar Sharma H S,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics, Fellowship in Neonatology",15 Years Experience Overall  (11 years as specialist),Pediatrician,"Sarjapur Road, Bangalore",98% ,(120 votes),₹750
508,Dr. Girish S V,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",29 Years Experience Overall  (19 years as specialist),Pediatrician,"Jayanagar, Bangalore",97% ,(665 votes),₹600
509,Dr. B Venkateswara Reddy,"MBBS, Diploma in Child Health (DCH)",18 Years Experience Overall  (16 years as specialist),Pediatrician,"Balapur, Hyderabad",0,0,₹300
510,Dr. Kritika Agarwal,"MBBS, MD - Pediatrics",15 Years Experience Overall  (13 years as specialist),Pediatrician,"Sarjapur Road, Bangalore",91% ,(47 votes),₹750
511,Dr. Sunil Kumar Nakra,"MBBS, Diploma in Child Health (DCH), MD - Pediatrics",43 Years Experience Overall  (40 years as specialist),Pediatrician,"Malviya Nagar, Delhi",75% ,(12 votes),₹1500
512,Dr. Praveen Khilnani,"MBBS, MD - Anaesthesiology, Diploma in Paediatrics",22 Years Experience Overall,Pediatrician,"Malviya Nagar, Delhi",0,0,₹1600
513,Dr. N P Singh,"MBBS, MD - Pediatrics",22 Years Experience Overall  (20 years as specialist),Pediatrician,"Dwarka Sector 12, Delhi",0,0,₹750
514,Dr. C. Venkateshwara Reddy,"MBBS, MD - Pediatrics",12 Years Experience Overall  (7 years as specialist),Pediatrician,"Kondapur, Hyderabad",0,0,₹500
515,Dr. L.N. Taneja,"MD - Pediatrics, MBBS",39 Years Experience Overall  (35 years as specialist),Pediatrician,"Patparganj, Delhi",0,0,₹1000
516,Dr. Atul Pralhad Palwe,"MBBS, DNB - Paediatrics",18 Years Experience Overall  (8 years as specialist),Pediatrician,"Lulla Nagar, Pune",0,0,₹650
517,Dr. Sreekantha Babu,"MBBS, Diploma in Child Health (DCH)",21 Years Experience Overall,Pediatrician,"Madinaguda, Hyderabad",0,0,₹550
518,Dr. Jagdish Kathwate,"MD - Pediatrics, MBBS, DNB - Neonatology",10 Years Experience Overall  (8 years as specialist),Pediatrician,"Kharadi, Pune",0,0,₹650
519,Dr. Sanjeev Managoli,"MBBS, MD - Pediatrics",29 Years Experience Overall  (26 years as specialist),Pediatrician,"Electronics City, Bangalore",0,0,₹1000
520,Dr. Kalpana,"MBBS, MD - Pediatrics",22 Years Experience Overall  (14 years as specialist),Pediatrician,"Anna Nagar East, Chennai",0,0,₹400
521,Dr. Kapil Jadhav,"MBBS, MD - Pediatrics",7 Years Experience Overall,Pediatrician,"Wakad, Pune",0,0,₹600
522,Dr. Mythili Rajgopalan,"DNB - Paediatrics, MBBS",33 Years Experience Overall  (29 years as specialist),Pediatrician,"Alwarpet, Chennai",0,0,₹700
523,Dr. Vivek Bajaj,"MBBS, Diploma in Child Health (DCH)",30 Years Experience Overall  (25 years as specialist),Pediatrician,"Paschim Vihar, Delhi",0,0,₹700
524,Dr. Salim A Khatib,"MBBS, DNB - Paediatrics, Diploma in Child Health (DCH)",41 Years Experience Overall  (38 years as specialist),Pediatrician,"Hebbal, Bangalore",95% ,(20 votes),₹900
525,Dr. Mona Gajre,"MBBS, MD - Pediatrics, Diploma in Child Health (DCH)",26 Years Experience Overall  (24 years as specialist),Pediatrician,"Powai, Mumbai",0,0,₹1600
526,Dr. Nilesh Nikilesh Rao,"MBBS, MD - Pediatrics",18 Years Experience Overall  (13 years as specialist),Pediatrician,"Kanakpura Road, Bangalore",98% ,(510 votes),₹850
527,Dr. Disha Bhanushali,"MBBS, Diploma in Child Health (DCH)",6 Years Experience Overall  (2 years as specialist),Pediatrician,"Mulund West, Mumbai",0,0,₹1000
528,Dr. Deepak Jeswani,"MD - Pediatrics, MBBS",14 Years Experience Overall  (7 years as specialist),Pediatrician,"Hadapsar, Pune",99% ,(107 votes),₹500
529,Dr. ANJANA BHADRA CHOUDHURY,"MBBS, MD - Pediatrics",39 Years Experience Overall  (36 years as specialist),Pediatrician,"Old Airport Road, Bangalore",96% ,(45 votes),₹750
530,Dr. Gaurav Garg,"MBBS, MD - Pediatrics",11 Years Experience Overall  (10 years as specialist),Pediatrician,"Shalimar Bagh, Delhi",0,0,₹1500
531,Dr. Shobhana Rajendran,"MBBS, DNB - Pediatrics, DNB - Neonatology",19 Years Experience Overall  (12 years as specialist),Pediatrician,"Saidapet, Chennai",0,0,₹800
532,Dr. Kumutha J,"MBBS, Diploma in Child Health (DCH), MD - Pediatrics",36 Years Experience Overall,Pediatrician,"Vanagaram, Chennai",0,0,₹800
533,Dr. Bijal Pradip,"MBBS, MD - Pediatrics",26 Years Experience Overall  (23 years as specialist),Pediatrician,"Powai, Mumbai",77% ,(13 votes),₹1300
534,Dr. Maitri Chaudhuri,"MBBS, MD - Pediatrics, FNB - Pediatric Cardiology",19 Years Experience Overall  (18 years as specialist),Pediatrician,"Old Airport Road, Bangalore",77% ,(22 votes),₹1000
535,Dr. Kiran Kumar T Y,"MBBS, Diploma in Child Health (DCH)",17 Years Experience Overall,Pediatrician,"Kengeri, Bangalore",0,0,₹400
536,Dr. Phani Bhushan,"MBBS, Diploma in Child Health (DCH), Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",25 Years Experience Overall  (22 years as specialist),Pediatrician,"Yeshwanthpur, Bangalore",94% ,(16 votes),₹850
537,Dr. Ravneet Joshi,"MBBS, MD - Pediatrics",25 Years Experience Overall  (23 years as specialist),Pediatrician,"Old Airport Road, Bangalore",0,0,₹750
538,Dr. Santosh N,"MBBS, MD - Pediatrics",28 Years Experience Overall  (25 years as specialist),Pediatrician,"Jayanagar 5 Block, Bangalore",99% ,(737 votes),₹700
539,Dr. Nandita Patwari,"MD - Pediatrics, MBBS",9 Years Experience Overall  (6 years as specialist),Pediatrician,"Bellandur, Bangalore",0,0,₹850
540,Dr. Ganesh Jevalikar,"MBBS, MD - Pediatrics, DNB - Paediatrics",19 Years Experience Overall  (16 years as specialist),Pediatrician,"Saket, Delhi",0,0,₹1400
541,Dr. Siddharth Garg,"MBBS, MD - Pediatrics",9 Years Experience Overall  (6 years as specialist),Pediatrician,"Vikas Puri, Delhi",100% ,(50 votes),₹500
542,Dr. Vineet Bhushan Gupta,"MBBS, MD - Pediatrics",36 Years Experience Overall  (32 years as specialist),Pediatrician,"Sarita Vihar, Delhi",0,0,₹2000
543,Dr. Pradeep Kumar,"MBBS, MD - Pediatrics",19 Years Experience Overall  (13 years as specialist),Pediatrician,"Hebbal, Bangalore",96% ,(91 votes),₹750
544,Dr. T Eswararaja,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",20 Years Experience Overall  (18 years as specialist),Pediatrician,"Chromepet, Chennai",0,0,₹600
545,Dr. Chetan Ginigeri,"MD - Pediatrics, MBBS",21 Years Experience Overall  (18 years as specialist),Pediatrician,"Hebbal, Bangalore",97% ,(425 votes),₹700
546,Dr. P Anoop,"MBBS, Diploma in Child Health (DCH)",17 Years Experience Overall,Pediatrician,"Bannerghatta Road, Bangalore",0,0,₹1000
547,Dr. Pavani Mutupuru,"MBBS, MD - Pediatrics",15 Years Experience Overall,Pediatrician,"Kondapur, Hyderabad",0,0,₹400
548,Dr. Shalini G Agasthi,"MBBS, DNB - Pediatrics, Diploma in Child Health (DCH)",23 Years Experience Overall  (13 years as specialist),Pediatrician,"HSR Layout, Bangalore",86% ,(14 votes),₹600
549,Dr. Akram Syed,MD - Pediatrics,24 Years Experience Overall,Pediatrician,"Bellandur, Bangalore",65% ,(23 votes),₹650
550,Dr. Sameer Mhatre,"MD - Pediatrics, MBBS",45 Years Experience Overall  (40 years as specialist),Pediatrician,"Viman Nagar, Pune",89% ,(36 votes),₹650
551,Dr. Shilpa Nayak,"Diploma in Child Health (DCH), MBBS",19 Years Experience Overall  (16 years as specialist),Pediatrician,"Andheri West, Mumbai",98% ,(372 votes),₹1500
552,Dr. Anju Virmani,"MBBS, MD - Pediatrics",36 Years Experience Overall,Pediatrician,"Saket, Delhi",0,0,₹2000
553,Dr. Venkatesh M P,"MBBS, MD - Pediatrics",26 Years Experience Overall  (20 years as specialist),Pediatrician,"Chromepet, Chennai",100% ,(48 votes),₹400
554,Dr. Jay Kishore,"MBBS, MD - Pediatrics, DNB - Neonatology",25 Years Experience Overall  (21 years as specialist),Pediatrician,"Patparganj, Delhi",100% ,(14 votes),₹1000
555,Dr. Suvarna Biradar,"DNB - Paediatrics, MBBS, Diploma in Child Health (DCH)",17 Years Experience Overall  (13 years as specialist),Pediatrician,"Old Airport Road, Bangalore",100% ,(49 votes),₹850
556,Dr. Jasjit Singh Bhasin,"MBBS, MD - Pediatrics",38 Years Experience Overall  (37 years as specialist),Pediatrician,"Pusa Road, Delhi",82% ,(11 votes),₹1400
557,Dr. Jisha Susan Babu,"MBBS, MD - Pediatrics",14 Years Experience Overall  (9 years as specialist),Pediatrician,"Kolathur, Chennai",100% ,(46 votes),₹400
558,Dr. Sagar Sharad Lad,"MBBS, Diploma in Child Health (DCH)",22 Years Experience Overall,Pediatrician,"Aundh, Pune",0,0,₹400
559,Dr. P. Kirthini,"Diploma in Child Health (DCH), MBBS",20 Years Experience Overall  (11 years as specialist),Pediatrician,"Madinaguda, Hyderabad",97% ,(106 votes),₹400
560,Dr. Rajini C C,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",13 Years Experience Overall  (8 years as specialist),Pediatrician,"KR Puram, Bangalore",94% ,(144 votes),₹450
561,Dr. Deepa Elizabeth Mathew,"MBBS, Fellow of the Royal College of Pediatrics and Child Health (UK)",25 Years Experience Overall  (10 years as specialist),Pediatrician,"Vanagaram, Chennai",97% ,(30 votes),₹800
562,Dr. Jayanthi Vishwanathan,"MBBS, Diploma in Child Health (DCH), MRCP (UK)",34 Years Experience Overall  (28 years as specialist),Pediatrician,"Perumbakkam, Chennai",0,0,₹700
563,Dr. Madhur Gupta,"MD - Pediatrics, MBBS",11 Years Experience Overall  (7 years as specialist),Pediatrician,"Patparganj, Delhi",0,0,₹500
564,Dr. Samantha Castellino,"MBBS, MD - Pediatrics",12 Years Experience Overall  (11 years as specialist),Pediatrician,"Andheri East, Mumbai",100% ,(111 votes),₹900
565,Dr. Smita Sachin Khaire,"MBBS, Diploma in Child Health (DCH)",23 Years Experience Overall  (18 years as specialist),Pediatrician,"Dahisar East, Mumbai",98% ,(53 votes),₹500
566,Dr. P.K.Rajeev,"MBBS, MD - Pediatrics, Diploma in Child Health (DCH)",17 Years Experience Overall,Pediatrician,"Malkajgiri, Hyderabad",87% ,(23 votes),₹700
567,Dr. Lalitkumar Devichand Dhoka,"MBBS, MD - Pediatrics",30 Years Experience Overall  (26 years as specialist),Pediatrician,"Bhosari, Pune",93% ,(14 votes),₹500
568,Dr. Nandini Mundkur,"MBBS, MD - Pediatrics",45 Years Experience Overall,Pediatrician,"Malleswaram, Bangalore",68% ,(37 votes),₹1050
569,Dr. Nidhi Rawal,"MBBS, Diplomate of the American Board of Paediatrics",11 Years Experience Overall,Pediatrician,"Malviya Nagar, Delhi",0,0,₹1600
570,Dr. Arvind Balakrishna Kasaragod,"MBBS, MD - Pediatrics, MRCP (UK)",34 Years Experience Overall  (25 years as specialist),Pediatrician,"HRBR Layout, Bangalore",91% ,(11 votes),₹850
571,Dr. Shilpa Dinesh,"MBBS, MD - Pediatrics",10 Years Experience Overall  (5 years as specialist),Pediatrician,"Rajajinagar, Bangalore",100% ,(49 votes),₹400
572,Dr. Ram Gopal Holla,"MBBS, MD - Pediatrics, DM - Neonatology",28 Years Experience Overall,Pediatrician,"Panchsheel Park, Delhi",92% ,(26 votes),₹1300
573,Dr. Nikhil Nag,"MBBS, MD - Pediatrics",9 Years Experience Overall  (6 years as specialist),Pediatrician,"Mehdipatnam, Hyderabad",0,0,₹600
574,Dr. Neema Bhat,"MBBS, Diplomate of the American Board of Paediatrics",8 Years Experience Overall  (3 years as specialist),Pediatrician,"Richmond Town, Bangalore",0,0,₹850
575,Dr. Manish Malik,"MBBS, MD - Pediatrics",26 Years Experience Overall,Pediatrician,"Saket, Delhi",100% ,(164 votes),₹1200
576,Dr. Saravana kumar,"MBBS, MD - Community Medicine, DNB - Paediatrics",21 Years Experience Overall  (16 years as specialist),Pediatrician,"Nanganallur, Chennai",100% ,(16 votes),₹250
577,Dr. Rashwan Mohammed,"MBBS, MD - Pediatrics",13 Years Experience Overall  (9 years as specialist),Pediatrician,"Mehdipatnam, Hyderabad",0,0,₹400
578,Dr. Arvind Shenoi,"MBBS, MD - Pediatrics, DM - Neonatology",36 Years Experience Overall  (33 years as specialist),Pediatrician,"Marathahalli, Bangalore",97% ,(916 votes),₹1000
579,Dr. Rajendran Ranju Raj,"MBBS, MD - Pediatrics",17 Years Experience Overall  (10 years as specialist),Pediatrician,"Poonamalle, Chennai",100% ,(86 votes),₹400
580,Dr. Amita Mahajan,"MBBS, MD - Pediatrics",30 Years Experience Overall  (29 years as specialist),Pediatrician,"Sarita Vihar, Delhi",0,0,₹1500
581,Dr. Vidheya Venkatesh,"MBBS, Fellow of the Royal College of Pediatrics and Child Health (UK)",21 Years Experience Overall  (6 years as specialist),Pediatrician,"Bellandur, Bangalore",89% ,(84 votes),₹850
582,Dr. Akila Sivakumar,"MBBS, DNB - Paediatrics",15 Years Experience Overall  (8 years as specialist),Pediatrician,"Sembakkam, Chennai",100% ,(56 votes),₹250
583,Dr. Manoj Venkatesh,"MBBS, Diploma in Child Health (DCH)",9 Years Experience Overall  (2 years as specialist),Pediatrician,"Padappai, Chennai",0,0,₹350
584,Dr. S.P.Senthil Kumar,"MBBS, MD - Pediatrics",18 Years Experience Overall  (12 years as specialist),Pediatrician,"Gunjur, Bangalore",0,0,₹600
585,Dr. Yogesh Jadhav,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",13 Years Experience Overall  (8 years as specialist),Pediatrician,"Wakad, Pune",0,0,₹500
586,Dr. Siddaraju ML,"MBBS, MD - Pediatrics",43 Years Experience Overall  (42 years as specialist),Pediatrician,"Jayanagar, Bangalore",0,0,₹550
587,Dr. Tushar Adkar,"MBBS, DNB - Paediatrics, Diploma in Child Health (DCH)",10 Years Experience Overall  (5 years as specialist),Pediatrician,"Ravet, Pune",100% ,(13 votes),₹400
588,Dr. Leenatha Reddy J,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",26 Years Experience Overall  (19 years as specialist),Pediatrician,"Jubilee Hills, Hyderabad",0,0,₹1000
589,Dr. K R Bharath Kumar Reddy,"MBBS, MD - Pediatrics",14 Years Experience Overall  (9 years as specialist),Pediatrician,"Jayanagar, Bangalore",96% ,(628 votes),₹650
590,Dr. Amit K Tyagi,"MD - Pediatrics, MBBS",17 Years Experience Overall,Pediatrician,"Pusa Road, Delhi",0,0,₹1100
591,Dr. Chandrashekhar Vasant Phadnis,"MBBS, Diploma in Child Health (DCH)",24 Years Experience Overall  (21 years as specialist),Pediatrician,"Aundh, Pune",93% ,(101 votes),₹400
592,Dr. Deepak Ramesh,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",14 Years Experience Overall  (11 years as specialist),Pediatrician,"Marathahalli, Bangalore",0,0,₹850
593,Dr. Sapan Vinayak,"MBBS, Diploma in Child Health (DCH)",22 Years Experience Overall  (17 years as specialist),Pediatrician,"Vasant Kunj, Delhi",98% ,(218 votes),₹1000
594,Dr. Rakshay Shetty,"MBBS, MD - Pediatrics",20 Years Experience Overall  (16 years as specialist),Pediatrician,"Marathahalli, Bangalore",38% ,(13 votes),₹850
595,Dr. Shajan,"MBBS, MD - Pediatrics",12 Years Experience Overall  (7 years as specialist),Pediatrician,"Thanisandra, Bangalore",0,0,₹300
596,Dr. Manpreet Sethi,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",7 Years Experience Overall,Pediatrician,"Patparganj, Delhi",0,0,₹1000
597,Dr. Ruchi Parikh,"MBBS, DNB - Paediatrics",10 Years Experience Overall,Pediatrician,"Santacruz West, Mumbai",0,0,₹1700
598,Dr. Mily Ray,"MBBS, MD - Pediatrics",24 Years Experience Overall  (17 years as specialist),Pediatrician,"Patparganj, Delhi",0,0,₹800
599,Dr. Srikanta J T,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",16 Years Experience Overall  (12 years as specialist),Pediatrician,"Hebbal, Bangalore",100% ,(24 votes),₹900
600,Dr. Gaurav Jawa,"MBBS, MD - Pediatrics",19 Years Experience Overall  (14 years as specialist),Pediatrician,"Nehru Place, Delhi",90% ,(21 votes),₹900
601,Dr. Jagadish Chinnappa,"MBBS, MD - Pediatrics",43 Years Experience Overall  (41 years as specialist),Pediatrician,"Old Airport Road, Bangalore",95% ,(295 votes),₹750
602,Dr. Niraj Kumar Nikunj,"MBBS, MD - Pediatrics",8 Years Experience Overall,Pediatrician,"Greater Kailash Part 1, Delhi",0,0,₹800
603,Dr. Avash Pani,"MBBS, MD - Pediatrics",20 Years Experience Overall  (13 years as specialist),Pediatrician,"Kondapur, Hyderabad",91% ,(129 votes),₹700
604,Dr. Aditi Birje,"MBBS, MD - Pediatrics",7 Years Experience Overall  (2 years as specialist),Pediatrician,"Borivali, Mumbai",100% ,(16 votes),₹800
605,Dr. Subhash Mustapure,"MBBS, Diploma in Child Health (DCH)",25 Years Experience Overall  (20 years as specialist),Pediatrician,"Wakad, Pune",99% ,(538 votes),₹700
606,Dr. Nandini Choudhary Hazarika,"MBBS, MD - Pediatrics",22 Years Experience Overall,Pediatrician,"Malviya Nagar, Delhi",0,0,₹1300
